   123/299     5.92G   0.02193   0.01129  0.002382    0.0356        19       640    0.9377    0.9338    0.9505    0.6585   0.02087  0.007153  0.004854
   124/299     5.92G   0.02196   0.01135  0.002284    0.0356        46       640    0.9417    0.9314    0.9508    0.6588   0.02089  0.007157   0.00492
   125/299     5.92G   0.02213    0.0113  0.002266    0.0357        25       640    0.9427    0.9322    0.9514    0.6596   0.02086  0.007144  0.004926
   126/299     5.92G   0.02207   0.01146  0.002368    0.0359        17       640     0.941     0.933    0.9511    0.6596   0.02084  0.007137  0.004932
   127/299     5.92G   0.02211   0.01134   0.00247   0.03592        32       640    0.9393    0.9343     0.951    0.6594   0.02083  0.007128  0.004961
   128/299     5.92G     0.022   0.01139  0.002314   0.03571        27       640      0.94    0.9331    0.9511    0.6585   0.02086  0.007136   0.00495
   129/299     5.92G   0.02205   0.01138  0.002319   0.03574        36       640    0.9405    0.9325    0.9511    0.6591   0.02088  0.007145  0.004935
   130/299     5.92G   0.02168   0.01114  0.002423   0.03524        36       640     0.938    0.9341    0.9508    0.6589   0.02088  0.007148  0.004952
   131/299     5.92G   0.02188   0.01122  0.002368   0.03546        27       640    0.9422    0.9285    0.9507    0.6593   0.02087  0.007156  0.004999
   132/299     5.92G   0.02181   0.01135  0.002183   0.03534        24       640    0.9422    0.9278    0.9502    0.6585   0.02087  0.007161  0.005002
   133/299     5.92G   0.02186   0.01147  0.002323   0.03565        24       640    0.9368    0.9339    0.9503    0.6583   0.02086  0.007161   0.00502
   134/299     5.92G   0.02147   0.01116  0.002241   0.03487        20       640    0.9415    0.9289    0.9508    0.6587   0.02086  0.007165  0.005044
   135/299     5.92G   0.02176   0.01128  0.002202   0.03523        19       640    0.9406    0.9299     0.951    0.6581   0.02088  0.007175  0.005039
   136/299     5.92G   0.02141   0.01128  0.002223   0.03491        20       640    0.9359    0.9344    0.9508    0.6587   0.02088   0.00717  0.005047
   137/299     5.92G   0.02175   0.01115  0.002387   0.03529        20       640    0.9351    0.9357    0.9507    0.6588   0.02087  0.007173  0.005058
   138/299     5.92G   0.02159    0.0112  0.002255   0.03504        21       640    0.9362    0.9346    0.9507     0.659   0.02087   0.00717   0.00508
   139/299     5.92G   0.02153   0.01103  0.002166   0.03473        21       640    0.9333    0.9383     0.951    0.6595   0.02086  0.007171  0.005063
   140/299     5.92G   0.02145   0.01124  0.002033   0.03472        35       640    0.9332    0.9387     0.951    0.6594   0.02087  0.007164  0.005078
   141/299     5.92G   0.02138   0.01107  0.002083   0.03454        25       640    0.9337    0.9387    0.9512    0.6591   0.02086  0.007163  0.005062
   142/299     5.92G   0.02143   0.01109  0.002162   0.03468        28       640    0.9328    0.9403    0.9507    0.6588   0.02085  0.007157  0.005043
   143/299     5.92G   0.02137   0.01105  0.002068   0.03448        14       640    0.9361    0.9364    0.9502    0.6589   0.02086  0.007162  0.005055
   144/299     5.92G   0.02127     0.011  0.002166   0.03444        42       640    0.9334    0.9387    0.9503    0.6592   0.02085  0.007162  0.005051
   145/299     5.92G   0.02113   0.01099  0.002048   0.03417        25       640    0.9354    0.9365    0.9502    0.6589   0.02085  0.007161  0.005042
   146/299     5.92G   0.02124   0.01119  0.002215   0.03465        30       640    0.9356    0.9361    0.9504    0.6589   0.02084  0.007162  0.005034
   147/299     5.92G   0.02114   0.01089  0.002077   0.03412        37       640    0.9395    0.9323    0.9505    0.6594   0.02083  0.007165  0.005038
   148/299     5.92G   0.02114    0.0111  0.001982   0.03421        30       640    0.9395    0.9325    0.9509    0.6588   0.02083  0.007168   0.00503
   149/299     5.92G   0.02125   0.01113  0.002207   0.03458        14       640    0.9337    0.9386     0.951    0.6587   0.02082  0.007164  0.005032
   150/299     5.92G   0.02132   0.01113  0.002124   0.03457        32       640    0.9359     0.937    0.9508    0.6587   0.02082  0.007166  0.005041
   151/299     5.92G   0.02113   0.01111  0.002049    0.0343        17       640    0.9361     0.937    0.9506    0.6585   0.02082  0.007164  0.005028
   152/299     5.92G   0.02119   0.01101  0.002068   0.03427        28       640    0.9366    0.9369    0.9503     0.659   0.02081   0.00716  0.005021
   153/299     5.92G   0.02111   0.01103  0.002363    0.0345        46       640    0.9371    0.9365    0.9504    0.6595    0.0208  0.007156  0.005045
   154/299     5.92G   0.02108   0.01115  0.002063   0.03429        28       640    0.9371    0.9361    0.9503    0.6592    0.0208  0.007156   0.00507
   155/299     5.92G   0.02118   0.01093  0.002183   0.03429        30       640    0.9352    0.9378    0.9504    0.6595   0.02079  0.007155  0.005072
   156/299     5.92G     0.021    0.0109   0.00196   0.03386        19       640    0.9346    0.9387    0.9502    0.6591   0.02079  0.007159  0.005069
   157/299     5.92G    0.0211   0.01091  0.001973   0.03398        19       640    0.9378     0.935    0.9503    0.6591    0.0208   0.00716  0.005077
   158/299     5.92G   0.02078   0.01072  0.001921   0.03342        20       640    0.9375    0.9359    0.9503    0.6593    0.0208   0.00716   0.00509
   159/299     5.92G   0.02097   0.01091  0.001899   0.03378        22       640    0.9376    0.9359    0.9505    0.6597    0.0208  0.007159  0.005093
   160/299     5.92G   0.02071   0.01078  0.001734   0.03323        40       640     0.938    0.9353    0.9505    0.6598    0.0208  0.007158  0.005092
   161/299     5.92G   0.02083   0.01107  0.001834   0.03373        64       640    0.9385    0.9359     0.951    0.6598    0.0208   0.00716  0.005078
   162/299     5.92G   0.02099   0.01081  0.002226   0.03402        31       640    0.9373    0.9362     0.951    0.6596    0.0208  0.007161  0.005067
   163/299     5.92G   0.02064   0.01064  0.001979   0.03326        39       640    0.9373    0.9359    0.9511    0.6597    0.0208  0.007158  0.005078
   164/299     5.92G   0.02076   0.01083  0.002206   0.03379        16       640    0.9375    0.9359    0.9511    0.6596    0.0208  0.007159  0.005081
   165/299     5.92G   0.02068   0.01074  0.002147   0.03356        39       640    0.9372    0.9364    0.9508    0.6597    0.0208  0.007159  0.005079
   166/299     5.92G   0.02066   0.01076  0.002001   0.03342        74       640    0.9372    0.9364     0.951    0.6599    0.0208  0.007162  0.005074
   167/299     5.92G   0.02054    0.0107  0.001878   0.03311        22       640    0.9372    0.9362    0.9508    0.6598    0.0208  0.007164  0.005069
   168/299     5.92G   0.02072   0.01089  0.002053   0.03367        32       640    0.9368     0.937    0.9509    0.6595    0.0208  0.007166  0.005075
   169/299     5.92G   0.02058   0.01081  0.001817    0.0332        21       640    0.9383    0.9363    0.9508    0.6593    0.0208  0.007167  0.005072
   170/299     5.92G   0.02048   0.01078  0.001689   0.03295        45       640    0.9384    0.9367    0.9508    0.6592   0.02079  0.007167  0.005076
   171/299     5.92G   0.02022    0.0106   0.00151   0.03234        19       640     0.938    0.9367     0.951    0.6594   0.02079  0.007168  0.005077
   172/299     5.92G   0.02032   0.01073  0.001955     0.033        27       640    0.9376    0.9365    0.9506    0.6594   0.02079   0.00717  0.005086
   173/299     5.92G   0.02028   0.01075  0.001639   0.03266        22       640    0.9375    0.9367    0.9508    0.6594   0.02079  0.007171    0.0051
   174/299     5.92G    0.0205    0.0108   0.00211   0.03341        21       640    0.9371     0.937    0.9509     0.659   0.02079  0.007171  0.005098
   175/299     5.92G   0.02013   0.01041  0.001698   0.03224        24       640    0.9371     0.937    0.9508    0.6588   0.02079  0.007172  0.005107
   176/299     5.92G   0.02018   0.01052  0.001877   0.03258        18       640    0.9369    0.9368    0.9508    0.6587   0.02079  0.007174  0.005119
   177/299     5.92G   0.02035   0.01066  0.001989     0.033        26       640    0.9369    0.9365    0.9506    0.6584   0.02079  0.007175  0.005131
   178/299     5.92G   0.02023   0.01067  0.001951   0.03285        22       640    0.9358    0.9375    0.9505    0.6584   0.02079  0.007177  0.005141
   179/299     5.92G   0.01999   0.01051  0.001646   0.03215        28       640    0.9355    0.9377    0.9505    0.6585   0.02079  0.007178  0.005143
   180/299     5.92G   0.02023   0.01069  0.001888   0.03281        70       640     0.936     0.938    0.9508    0.6583   0.02079   0.00718  0.005146
   181/299     5.92G   0.02012    0.0106  0.001856   0.03258        27       640    0.9353    0.9385    0.9509    0.6584   0.02079  0.007182  0.005148
   182/299     5.92G   0.01991    0.0106  0.001914   0.03242        29       640     0.938    0.9359    0.9513    0.6585   0.02079  0.007183  0.005149
   183/299     5.92G   0.02004   0.01048  0.001906   0.03243        31       640    0.9379    0.9366    0.9513    0.6583   0.02079  0.007185  0.005151
   184/299     5.92G   0.02025   0.01064  0.001781   0.03267        14       640    0.9383    0.9363    0.9513    0.6582   0.02079  0.007186  0.005156
   185/299     5.92G   0.02015   0.01057  0.001664   0.03239        20       640    0.9353    0.9388     0.951    0.6581   0.02079  0.007186  0.005161
   186/299     5.92G   0.02001   0.01062  0.001725   0.03235        34       640    0.9329    0.9415    0.9509     0.658   0.02079  0.007187  0.005166
   187/299     5.92G   0.01975    0.0105  0.001717   0.03196        16       640    0.9353    0.9388     0.951    0.6581   0.02079  0.007188  0.005165
   188/299     5.92G   0.01978   0.01047  0.001642   0.03189        20       640    0.9335    0.9406     0.951    0.6579   0.02079   0.00719  0.005165
   189/299     5.92G   0.01997   0.01059  0.001792   0.03236        20       640    0.9354    0.9389    0.9509    0.6578   0.02079  0.007192  0.005167
   190/299     5.92G   0.01976   0.01044  0.001752   0.03195        30       640    0.9353    0.9387    0.9509    0.6581   0.02079  0.007195  0.005166
   191/299     5.92G   0.01973   0.01041  0.001827   0.03197        25       640    0.9351    0.9387    0.9509    0.6582    0.0208  0.007196  0.005168
   192/299     5.92G      0.02   0.01057  0.002238   0.03281        25       640    0.9344    0.9393    0.9508    0.6584   0.02079  0.007198  0.005168
   193/299     5.92G   0.01972   0.01056  0.001812   0.03209        29       640    0.9331    0.9408    0.9507    0.6589   0.02079  0.007199  0.005175
   194/299     5.92G      0.02   0.01047  0.001796   0.03226        25       640    0.9345    0.9395    0.9507    0.6584    0.0208    0.0072  0.005179
   195/299     5.92G   0.01982   0.01059  0.001696    0.0321        23       640    0.9344    0.9392    0.9506    0.6585    0.0208  0.007201  0.005187
   196/299     5.92G   0.01989   0.01045  0.001531   0.03187        31       640     0.935    0.9386    0.9506    0.6583    0.0208  0.007202  0.005188
